,Top_Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week,Duration,Loudness,Tempo,Tempo_Confidence,Meter,Meter_Confidence,Key,Key_Confidence,Mode,Mode_Confidence
4668,58,Me Or Sum,"Nardo Wick, Lil Baby & Future",17,2021-12-18,2022-05-14,225.53333,-6.757,160.333,0.297,4.0,0.879,1.0,0.12,1.0,0.334
4669,13,Me Too,Meghan Trainor,20,2016-06-04,2016-10-15,181.24,-5.849,123.831,0.837,4.0,1.0,11.0,0.799,0.0,0.627
4670,88,Me Vs Me,Moneybagg Yo,2,2020-05-23,2020-05-30,183.31854,-4.537,130.999,0.918,4.0,1.0,5.0,0.672,0.0,0.629
4671,7,"Me, Myself & I",G-Eazy x Bebe Rexha,37,2015-11-21,2016-07-30,251.46667,-6.518,111.995,0.74,4.0,0.963,0.0,0.778,0.0,0.703
4672,4,"Me, Myself And I",Beyonce,24,2003-11-15,2004-04-24,301.13333,-9.092,83.61,0.198,4.0,1.0,1.0,0.213,1.0,0.382
4673,11,Mean,Taylor Swift,20,2010-11-06,2011-08-13,237.73334,-3.987,163.974,0.128,4.0,0.875,4.0,0.619,1.0,0.578
4674,53,Mean To Me,Brett Eldredge,20,2014-11-22,2015-04-04,228.90668,-6.883,87.994,0.726,4.0,1.0,0.0,0.56,1.0,0.565
4675,2,Meant To Be,Bebe Rexha & Florida Georgia Line,52,2017-11-11,2018-10-27,163.87029,-6.458,154.084,0.093,4.0,0.849,10.0,0.373,1.0,0.393
4676,18,Meant To Live,Switchfoot,28,2004-04-03,2004-10-09,201.37334,-4.577,151.551,0.494,4.0,0.996,2.0,0.651,1.0,0.722
4677,41,Meanwhile Back At Mama's,Tim McGraw ft. Faith Hill,19,2014-06-14,2014-10-18,228.10667,-8.68,172.977,0.025,4.0,0.948,6.0,0.478,1.0,0.599
4678,80,Meanwhile Back At The Ranch,The Clark Family Experience,12,2000-11-18,2001-02-03,175.49641,-11.534,94.739,0.883,4.0,1.0,7.0,0.892,1.0,0.782
4679,67,Medical,Lil Baby & Lil Durk,1,2021-06-19,2021-06-19,187.68015,-4.692,77.987,0.06,4.0,0.952,2.0,0.074,1.0,0.328
4680,45,Medicine,Queen Naija,20,2018-04-14,2018-10-27,219.13583,-8.437,116.06,0.216,4.0,1.0,8.0,0.58,0.0,0.495
4681,21,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,26,2021-09-25,2022-03-19,162.68,-7.93,94.995,0.185,4.0,1.0,2.0,0.537,1.0,0.576
4682,7,Meet Me Halfway,The Black Eyed Peas,24,2009-10-03,2010-03-13,286.61536,-6.848,130.017,0.734,4.0,1.0,11.0,0.695,0.0,0.658
4683,20,Meet Virginia,Train,27,2000-01-01,2000-04-08,239.93333,-7.775,90.02,0.255,4.0,0.986,7.0,0.0,1.0,0.41
4684,52,MegaMan,Lil Wayne,1,2011-09-17,2011-09-17,198.28,-5.024,101.866,0.014,5.0,1.0,11.0,0.805,0.0,0.536
4685,55,Megalomaniac,Incubus,20,2004-01-03,2004-05-15,294.8,-4.549,140.042,0.783,4.0,0.989,7.0,0.694,0.0,0.574
4686,97,Megan's Piano,Megan Thee Stallion,2,2022-02-12,2022-02-19,113.42957,-7.565,132.063,0.955,4.0,0.953,11.0,0.0,1.0,0.128
4687,36,Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,1,2021-01-02,2021-01-02,172.17332,-13.668,207.975,0.388,4.0,0.893,3.0,0.477,1.0,0.404
4688,2,Memories,David Guetta ft. Kid Cudi,41,2010-10-23,2020-07-11,210.09332,-6.103,129.98,0.751,4.0,0.995,8.0,0.481,1.0,0.428
4689,88,Memories Back Then,"Hustle Gang ft. T.I., B.o.B, Kendrick Lamar & Kris Stephens",2,2013-05-11,2013-05-18,304.32,-10.989,130.01,0.555,4.0,0.995,2.0,0.003,0.0,0.301
4690,50,Memory,Kane Brown X blackbear,18,2021-07-24,2021-11-20,153.33751,-5.684,113.326,0.206,5.0,1.0,9.0,0.482,1.0,0.485
4691,33,Memory I Don't Mess With,Lee Brice,19,2021-08-07,2021-12-18,180.61691,-7.61,91.541,0.096,4.0,1.0,6.0,0.416,0.0,0.522
4692,98,Mercedes,Brent Faiyaz,1,2021-12-18,2021-12-18,233.0698,-6.485,76.285,0.101,4.0,1.0,3.0,0.151,0.0,0.33
4693,13,Mercy,Duffy,32,2008-05-10,2018-09-29,219.92,-3.774,129.911,0.905,4.0,1.0,0.0,1.0,1.0,0.735
4694,55,Merry Christmas,Ed Sheeran & Elton John,4,2021-12-18,2022-01-08,208.54668,-2.018,113.99,0.731,4.0,1.0,0.0,0.471,1.0,0.601
4695,63,Merry Go 'round,Kacey Musgraves,15,2012-12-29,2013-04-06,206.89333,-9.403,86.953,0.099,4.0,1.0,6.0,0.67,1.0,0.68
4696,2,Mesmerize,Ja Rule ft. Ashanti,20,2002-12-28,2003-05-10,278.72,-6.639,90.1,0.189,4.0,1.0,1.0,0.0,1.0,0.184
4697,74,Mess,Lil Wayne,1,2018-10-13,2018-10-13,212.42754,-8.276,145.995,0.364,4.0,0.94,9.0,0.394,1.0,0.549
4698,45,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,13,2021-11-27,2022-02-19,225.96,-6.106,115.915,0.932,4.0,1.0,7.0,0.5,1.0,0.537
4699,64,Messin' Around,Pitbull ft. Enrique Iglesias,8,2016-04-30,2016-07-23,223.26535,-4.602,158.002,0.775,4.0,1.0,2.0,0.817,1.0,0.681
4700,70,Met Gala,Gucci Mane ft. Offset,2,2017-06-17,2020-06-06,209.14285,-6.502,140.062,0.824,4.0,1.0,2.0,0.761,1.0,0.656
4701,61,Met Him Last Night,Demi Lovato ft. Ariana Grande,2,2021-04-17,2021-04-24,204.63152,-4.548,144.978,0.356,4.0,0.955,4.0,0.639,0.0,0.601
4702,3,Mi Gente,J Balvin & Willy William ft. Beyonce,30,2017-07-22,2018-02-03,189.44,-4.818,104.959,0.636,4.0,1.0,11.0,0.197,0.0,0.312
4703,20,Middle,DJ Snake ft. Bipolar Sunshine,21,2016-02-06,2016-06-25,220.57333,-5.336,104.879,0.594,4.0,1.0,9.0,0.273,1.0,0.392
4704,4,Middle Child,J. Cole,27,2019-02-02,2019-08-03,213.59357,-11.713,123.984,0.568,4.0,0.92,8.0,0.28,1.0,0.506
4705,46,Middle Of A Memory,Cole Swindell,20,2016-08-13,2016-12-24,226.30667,-4.228,139.788,0.5,4.0,0.854,11.0,0.591,1.0,0.612
4706,29,Midnight,Coldplay,3,2014-05-03,2018-03-24,294.66666,-12.42,126.974,0.897,4.0,0.875,1.0,0.34,1.0,0.541
4707,72,Midnight City,M83.,20,2012-03-24,2012-08-04,241.44,-6.525,105.009,0.821,4.0,1.0,11.0,0.572,0.0,0.609
4708,12,Midnight Memories,One Direction,3,2013-12-07,2014-02-22,245.49333,-5.802,121.07,0.779,4.0,0.992,3.0,0.282,1.0,0.547
4709,14,Midnight Sky,Miley Cyrus,20,2020-08-29,2021-01-23,223.28,-5.535,109.976,0.368,4.0,0.919,4.0,0.779,0.0,0.574
4710,88,Midwest Swing,St. Lunatics,5,2001-06-30,2001-07-28,275.38867,-6.533,94.945,0.834,4.0,1.0,10.0,0.347,0.0,0.398
4711,78,Might Be,DJ Luke Nasty,10,2016-03-05,2016-05-07,210.70367,-6.766,74.037,0.07,4.0,1.0,9.0,0.522,0.0,0.309
4712,68,Might Not,Belly ft. The Weeknd,17,2016-03-12,2016-07-02,224.21333,-4.836,134.022,0.431,4.0,0.915,1.0,1.0,1.0,0.783
4713,66,Might Not Give Up,A Boogie Wit da Hoodie ft. Young Thug,1,2020-02-29,2020-02-29,225.2659,-6.378,178.83,0.197,4.0,1.0,2.0,0.765,1.0,0.772
4714,77,"Mighty ""O""",OutKast,2,2006-06-24,2006-07-01,256.22668,-5.733,83.373,0.071,4.0,1.0,5.0,0.533,1.0,0.374
4715,92,Migrate,Mariah Carey ft. T-Pain,1,2008-05-03,2008-05-03,257.89334,-6.949,78.612,0.065,4.0,0.848,8.0,0.272,1.0,0.526
4716,3,Milkshake,Kelis,22,2003-10-04,2004-02-28,182.62666,-6.124,112.997,1.0,4.0,1.0,1.0,0.57,1.0,0.497
4717,73,Millidelphia,Meek Mill ft. Swizz Beatz,1,2018-07-21,2018-07-21,215.83882,-4.172,126.94,0.788,4.0,1.0,1.0,0.513,1.0,0.448
4718,100,Million Dollar Bill,Whitney Houston,1,2009-09-19,2009-09-19,204.26666,-4.134,119.899,0.815,4.0,1.0,11.0,0.479,0.0,0.517
4719,67,Million Dollar Play,Future & Lil Uzi Vert,1,2020-11-28,2020-11-28,166.63692,-5.886,150.07,0.386,4.0,1.0,0.0,0.661,0.0,0.68
4720,4,Million Reasons,Lady Gaga,20,2016-10-29,2017-04-22,205.28,-8.012,129.89,0.294,4.0,1.0,0.0,0.611,1.0,0.625
4721,47,Millionaire,Chris Stapleton,17,2018-11-24,2019-04-13,210.13333,-9.608,142.689,0.405,4.0,0.849,10.0,1.0,1.0,0.696
4722,78,Mind Of Melvin,YNW Melly ft. Lil Uzi Vert,1,2021-08-28,2021-08-28,230.881,-8.553,130.108,0.331,4.0,0.651,8.0,0.189,1.0,0.454
4723,57,Mind Reader,Dustin Lynch,16,2016-03-12,2016-06-25,185.41333,-4.17,162.053,0.25,4.0,0.869,4.0,0.0,0.0,0.197
4724,3,Mine,Taylor Swift,34,2010-08-21,2018-09-22,230.70667,-2.94,121.07,0.747,4.0,0.708,7.0,0.906,1.0,0.818
4725,28,Mine Would Be You,Blake Shelton,20,2013-08-17,2013-12-28,239.50667,-6.897,139.876,0.728,4.0,0.439,0.0,0.603,1.0,0.643
4726,67,Minimum Wage,Blake Shelton,12,2021-05-22,2021-08-07,228.26666,-3.793,90.039,0.088,4.0,1.0,4.0,0.926,1.0,0.386
4727,16,Mirror,Lil Wayne ft. Bruno Mars,17,2011-09-17,2012-04-28,228.09332,-7.291,74.267,0.027,4.0,0.765,5.0,0.583,0.0,0.601
4728,62,Mirror Mirror,M2M,18,2000-04-01,2000-07-29,200.42667,-5.53,100.088,0.05,4.0,0.981,1.0,0.43,0.0,0.56
4729,26,Mirrorball,Taylor Swift,2,2020-08-08,2020-08-15,208.97778,-10.037,110.107,0.535,4.0,1.0,2.0,0.435,1.0,0.724
4730,2,Mirrors,Justin Timberlake,42,2013-03-02,2013-12-14,484.14667,-6.664,76.899,0.217,4.0,0.831,5.0,0.0,0.0,0.252
4731,14,Misery,Maroon 5,20,2010-07-10,2011-04-02,216.2,-4.874,102.98,0.881,4.0,1.0,4.0,0.448,0.0,0.395
4732,26,Misery Business,Paramore,30,2007-07-21,2008-02-23,211.52,-3.677,172.977,0.501,4.0,1.0,1.0,0.248,1.0,0.405
4733,49,Miss Americana & The Heartbreak Prince,Taylor Swift,1,2019-09-07,2019-09-07,234.14667,-6.926,150.088,0.165,4.0,1.0,11.0,0.731,0.0,0.677
4734,85,Miss California,Dante Thomas ft. Pras,6,2001-07-14,2001-08-18,266.14667,-9.056,101.008,0.26,4.0,1.0,6.0,0.552,0.0,0.416
4735,7,Miss Independent,Kelly Clarkson,28,2003-05-17,2009-03-14,214.78667,-6.302,175.973,0.195,4.0,1.0,11.0,0.276,0.0,0.466
4736,68,Miss Jackson,Panic! At The Disco ft. Lolo,1,2013-08-03,2013-08-03,192.05333,-5.821,82.002,0.03,4.0,1.0,2.0,0.495,1.0,0.503
4737,15,Miss Me,Drake ft. Lil Wayne,20,2010-06-19,2010-10-30,305.52,-5.979,100.3,0.039,5.0,0.992,2.0,0.136,1.0,0.267
4738,67,Miss Me Baby,Chris Cagle,14,2005-10-29,2006-02-04,234.65334,-5.786,147.87,0.253,4.0,0.609,1.0,0.9,1.0,0.788
4739,47,Miss Me More,Kelsea Ballerini,20,2019-02-16,2019-06-29,192.84,-7.146,96.028,0.658,4.0,1.0,2.0,0.538,1.0,0.449
4740,76,Miss Movin' On,Fifth Harmony,11,2013-08-03,2013-11-09,193.73334,-2.937,75.0,0.0,4.0,0.974,6.0,0.647,1.0,0.623
4741,24,Miss Murder,AFI,20,2006-05-13,2006-09-30,206.58667,-4.542,143.519,0.226,4.0,1.0,8.0,0.575,1.0,0.43
4742,11,Miss The Rage,Trippie Redd & Playboi Carti,11,2021-05-22,2021-09-04,236.88313,-5.616,77.005,0.283,4.0,0.997,8.0,0.339,1.0,0.497
4743,3,Miss You,Aaliyah,30,2002-11-30,2003-06-21,245.22667,-9.899,109.888,0.17,4.0,1.0,10.0,0.632,1.0,0.491
4744,4,Missing You,Case,22,2001-02-10,2001-07-07,284.66666,-6.417,86.31,0.107,4.0,1.0,1.0,0.437,0.0,0.534
4745,29,Mississippi Girl,Faith Hill,20,2005-06-11,2005-10-22,232.70667,-4.148,83.916,0.087,4.0,0.771,9.0,0.724,1.0,0.647
4746,11,Mistletoe,Colbie Caillat,12,2007-12-08,2022-01-01,230.44,-8.219,125.991,0.502,4.0,1.0,11.0,0.665,1.0,0.629
4747,42,Mixed Personalities,YNW Melly ft. Kanye West,18,2019-02-02,2019-06-08,230.4,-9.104,149.937,0.013,4.0,1.0,2.0,0.435,1.0,0.54
4748,49,Mmm Yeah,Austin Mahone ft. Pitbull,15,2014-02-08,2014-06-14,231.6249,-3.902,125.984,0.896,4.0,0.83,6.0,0.171,0.0,0.259
4749,6,Mo Bamba,Sheck Wes,28,2018-09-08,2019-03-16,183.90668,-5.266,146.034,0.944,4.0,1.0,4.0,0.379,1.0,0.352
4750,13,Mob Ties,Drake,8,2018-07-14,2018-09-08,205.14667,-8.393,86.009,0.693,4.0,1.0,4.0,0.552,0.0,0.395
4751,11,Mockingbird,Eminem,20,2005-01-01,2010-09-11,250.76,-3.798,84.039,0.695,4.0,0.994,0.0,0.548,1.0,0.616
4752,61,Modern Day,Migos,1,2021-06-26,2021-06-26,241.79044,-7.598,134.944,0.531,4.0,1.0,11.0,0.264,0.0,0.33
4753,55,Modern Day Bonnie And Clyde,Travis Tritt,11,2002-03-30,2002-06-08,284.17334,-5.075,89.727,0.464,4.0,0.732,9.0,0.393,0.0,0.132
4754,68,Modern Slavery,Huncho Jack,1,2018-01-06,2018-01-06,148.5599,-3.509,133.966,0.214,4.0,0.957,4.0,0.49,0.0,0.45
4755,66,Molly,"Tyga ft. Cedric Gervais, Wiz Khalifa & Mally Mall",12,2013-04-06,2013-06-22,218.44,-6.719,140.046,0.513,4.0,1.0,5.0,0.843,1.0,0.687
4756,13,Moment 4 Life,Nicki Minaj ft. Drake,23,2011-01-01,2011-06-04,279.30667,-3.883,98.001,0.153,4.0,0.946,11.0,0.725,1.0,0.51
4757,56,Moments,Emerson Drive,20,2007-04-07,2007-08-18,298.02667,-8.04,141.911,0.192,4.0,0.992,9.0,0.902,1.0,0.816
4758,100,Momma I Hit A Lick,2 Chainz ft. Kendrick Lamar,1,2019-03-16,2019-03-16,173.76,-6.293,179.974,0.726,3.0,1.0,11.0,0.329,1.0,0.135
4759,59,Momma's House,Dustin Lynch,15,2021-01-16,2021-05-01,220.16,-3.509,119.998,0.662,4.0,0.995,11.0,0.182,0.0,0.42
4760,2,Mona Lisa,Lil Wayne ft. Kendrick Lamar,8,2018-10-13,2018-12-01,324.18912,-4.393,122.08,0.21,4.0,1.0,2.0,0.614,1.0,0.573
4761,54,Monday Morning Church,Alan Jackson,16,2004-12-04,2005-03-19,204.46667,-15.062,135.922,0.488,4.0,0.978,4.0,0.737,1.0,0.641
4762,13,Money,Cardi B,26,2018-11-03,2021-11-13,183.52727,-6.508,130.003,0.409,4.0,1.0,8.0,0.528,0.0,0.438
4763,58,Money Bag,Cardi B,2,2018-04-21,2018-04-28,229.00455,-6.138,129.977,0.844,4.0,1.0,10.0,0.63,0.0,0.588
4764,28,Money In The Bank,Lil Scrappy ft. Young Buck,20,2006-09-30,2007-10-06,233.70667,-5.201,75.603,0.378,4.0,1.0,1.0,0.599,1.0,0.49
4765,7,Money In The Grave,Drake ft. Rick Ross,23,2019-06-29,2019-11-30,205.42667,-4.045,100.541,0.09,4.0,1.0,10.0,0.1,0.0,0.53
4766,54,Money Longer,Lil Uzi Vert,22,2016-07-02,2016-11-26,198.94421,-7.817,136.173,0.357,4.0,1.0,5.0,0.001,0.0,0.277
4767,1,Money Maker,Ludacris ft. Pharrell,25,2006-08-26,2007-02-10,230.61333,-6.79,78.756,0.03,4.0,0.96,1.0,0.669,1.0,0.817
4768,66,Money On You,Chris Blue,1,2017-06-10,2017-06-10,194.66345,-5.988,101.016,0.711,4.0,0.843,0.0,0.278,1.0,0.374
4769,97,Money Over Fallouts,Tory Lanez,1,2020-10-10,2020-10-10,282.10635,-7.356,124.741,0.088,5.0,0.448,8.0,0.482,1.0,0.521
4770,95,Money So Big,Yeat,4,2022-04-02,2022-04-30,160.05225,-7.633,138.016,0.657,4.0,1.0,2.0,0.31,1.0,0.398
4771,89,Money Spread,Lil Uzi Vert ft. Young Nudy,1,2020-03-28,2020-03-28,217.00798,-6.432,135.879,0.976,4.0,0.89,1.0,1.0,1.0,0.671
4772,26,Money To Blow,Birdman ft. Lil Wayne & Drake,20,2009-10-24,2010-03-06,258.58667,-8.686,133.028,0.278,4.0,1.0,6.0,0.274,1.0,0.493
4773,77,Monica,Before Dark,9,2000-05-20,2000-07-15,244.8,-7.404,87.992,0.292,4.0,1.0,10.0,0.044,0.0,0.25
4774,69,Monopoly,Ariana Grande & Victoria Monet,2,2019-04-13,2019-04-20,158.58667,-8.282,143.96,0.725,4.0,1.0,0.0,0.213,1.0,0.288
4775,8,Monster,"Kanye West ft. Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",14,2010-11-06,2021-03-06,378.89334,-5.64,124.887,0.0,5.0,0.972,2.0,0.26,1.0,0.128
4776,37,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",38,2021-11-13,2021-11-13,161.50667,-14.98,207.832,0.061,3.0,0.389,11.0,0.243,0.0,0.414
4777,55,Monsters,All Time Low ft. Demi Lovato & blackbear,17,2021-01-09,2021-05-01,174.06754,-3.449,78.532,0.03,4.0,0.991,0.0,0.33,0.0,0.493
4778,1,Montero (Call Me By Your Name),Lil Nas X,35,2021-04-10,2022-01-15,143.90112,-4.51,87.981,0.065,4.0,1.0,1.0,0.414,0.0,0.518
4779,1,Mood,24kGoldn ft. iann dior,52,2020-08-22,2021-08-14,140.53333,-3.671,91.007,0.232,4.0,1.0,7.0,0.622,0.0,0.672
4780,90,Mood 4 Eva,"Beyonce, JAY-Z & Childish Gambino ft. Oumou Sangare",1,2019-08-03,2019-08-03,272.06894,-6.175,105.742,0.331,4.0,1.0,7.0,0.454,1.0,0.547
4781,17,Mood Swings,A Boogie Wit da Hoodie,20,2019-09-28,2020-11-28,156.9604,-5.54,120.073,0.436,4.0,1.0,4.0,0.833,0.0,0.613
4782,85,Moolah,Young Greatness,9,2016-04-16,2016-06-25,204.02667,-5.742,128.091,0.124,4.0,0.801,9.0,0.518,1.0,0.49
4783,17,Moon,Kanye West,5,2021-09-11,2021-10-09,156.09134,-9.644,162.351,0.059,4.0,0.798,5.0,0.683,1.0,0.705
4784,62,Moon Relate,Lil Uzi Vert,1,2020-03-28,2020-03-28,181.82562,-3.73,102.021,0.422,3.0,1.0,7.0,0.689,1.0,0.735
4785,13,Moonlight,JAY-Z,20,2017-07-29,2018-09-08,143.98666,-8.373,88.17,0.01,4.0,1.0,5.0,0.142,0.0,0.361
4786,81,Moonwalking In Calabasas,DDG,11,2021-01-02,2021-03-20,170.23251,-9.8,129.957,0.478,4.0,1.0,11.0,0.654,0.0,0.611
4787,45,Mop,Gunna ft. Young Thug,2,2022-01-22,2022-01-29,185.21333,-8.732,144.918,0.634,4.0,1.0,9.0,0.0,1.0,0.129
4788,71,Moral Of The Story,Ashe ft. Niall Horan,3,2020-03-07,2020-10-10,201.08382,-8.624,119.812,0.166,4.0,0.986,10.0,0.12,1.0,0.232
4789,15,More,Trace Adkins,22,2000-04-29,2011-05-21,180.89333,-7.443,105.264,0.778,4.0,0.97,5.0,0.84,1.0,0.755
4790,48,More & More,Joe,20,2003-11-22,2004-04-03,223.69333,-7.32,139.974,0.265,4.0,1.0,5.0,0.212,0.0,0.41
4791,66,More Girls Like You,Kip Moore,12,2017-09-02,2017-11-18,154.70667,-5.522,75.01,0.115,4.0,0.657,2.0,0.759,1.0,0.906
4792,30,More Hearts Than Mine,Ingrid Andress,20,2020-01-11,2020-05-23,214.78667,-7.387,78.516,0.049,4.0,0.814,0.0,0.591,1.0,0.632
4793,90,More Like Her,Miranda Lambert,8,2009-01-31,2009-03-21,208.86667,-6.589,132.746,0.334,4.0,0.744,11.0,0.876,1.0,0.671
4794,66,More Surprised Than Me,Morgan Wallen,1,2021-01-23,2021-01-23,157.44,-6.049,85.004,0.214,4.0,0.318,6.0,0.544,1.0,0.602
4795,53,More Than A Memory,Garth Brooks,16,2007-09-15,2007-12-29,209.66399,-8.522,137.732,0.407,4.0,0.887,1.0,0.549,1.0,0.621
4796,25,More Than A Woman,Aaliyah,24,2002-02-02,2002-07-13,229.86667,-5.653,86.968,0.657,4.0,1.0,1.0,0.006,0.0,0.2
4797,73,More Than Miles,Brantley Gilbert,19,2013-03-16,2013-07-20,252.86667,-5.992,152.005,0.14,4.0,0.749,5.0,0.434,1.0,0.547
4798,15,More Than My Hometown,Morgan Wallen,32,2020-05-02,2021-02-13,216.57333,-5.479,126.019,0.81,4.0,0.974,6.0,0.489,1.0,0.534
4799,27,More Than That,Backstreet Boys,20,2001-05-26,2001-10-06,224.93333,-6.705,80.061,0.069,4.0,0.735,4.0,0.507,0.0,0.515
4800,25,More Than Words,Frankie J,18,2005-09-17,2006-01-14,241.48753,-8.44,100.021,0.051,4.0,1.0,7.0,0.783,1.0,0.679
4801,80,More Time,Pop Smoke,1,2021-07-31,2021-07-31,120.82757,-8.377,145.396,0.208,4.0,0.888,2.0,0.31,1.0,0.347
4802,61,Morning After Dark,Timbaland ft. Nelly Furtado & SoShy,2,2009-12-12,2009-12-19,231.96,-4.244,118.039,0.913,4.0,1.0,8.0,0.467,0.0,0.255
4803,95,Morris Brown,OutKast ft. Scar & Sleepy Brown,1,2006-09-09,2006-09-09,264.4,-4.74,94.216,0.138,3.0,1.0,6.0,0.475,0.0,0.541
4804,58,MoshPit,Kodak Black ft. Juice WRLD,1,2018-12-29,2018-12-29,164.03828,-4.064,157.938,0.441,4.0,1.0,7.0,0.487,1.0,0.538
4805,4,Most Girls,P!nk,27,2000-08-12,2017-09-23,298.96,-6.046,97.922,0.897,4.0,1.0,2.0,0.094,0.0,0.264
4806,43,Most People Are Good,Luke Bryan,18,2018-02-10,2018-06-09,221.8005,-6.171,150.109,0.164,4.0,0.692,8.0,0.449,1.0,0.542
4807,27,Moth To A Flame,Swedish House Mafia & The Weeknd,8,2021-11-06,2022-02-19,234.0,-7.295,120.146,0.617,4.0,0.934,8.0,0.113,1.0,0.409
4808,54,Mother's Daughter,Miley Cyrus,3,2019-06-15,2019-07-20,219.08,-4.132,91.017,0.048,4.0,1.0,1.0,0.0,0.0,0.183
4809,15,Motiv8,J. Cole,2,2018-05-05,2018-05-12,133.92159,-7.801,149.897,0.389,4.0,1.0,4.0,0.244,1.0,0.348
4810,17,Motivation,Kelly Rowland ft. Lil Wayne,25,2011-04-30,2019-11-02,230.56,-5.589,140.889,0.521,4.0,0.946,9.0,0.646,0.0,0.452
4811,32,Motive,Ariana Grande ft. Doja Cat,2,2020-11-14,2020-11-21,167.98975,-5.664,116.965,0.722,4.0,1.0,10.0,0.676,0.0,0.724
4812,13,Motley Crew,Post Malone,9,2021-07-24,2021-09-18,184.21333,-3.818,129.915,0.668,4.0,0.995,3.0,0.167,0.0,0.243
4813,6,MotorSport,"Migos, Nicki Minaj & Cardi B",22,2017-11-18,2018-04-07,303.07684,-5.32,137.996,0.489,4.0,1.0,2.0,0.678,1.0,0.668
4814,90,Motorcycle Patches,Huncho Jack,1,2018-01-06,2018-01-06,191.40971,-4.853,162.867,0.21,4.0,1.0,8.0,0.027,1.0,0.378
4815,77,Mountains,Lonestar,11,2006-09-09,2006-12-23,224.6,-5.242,128.192,0.239,4.0,0.94,2.0,0.837,1.0,0.783
4816,50,Move,Luke Bryan,14,2016-09-10,2016-12-10,227.41333,-0.716,103.983,0.364,4.0,1.0,5.0,0.372,0.0,0.44
4817,61,Move (If You 'W'anna),Mims,13,2009-02-07,2009-05-02,190.66667,-7.953,80.545,0.014,4.0,0.976,8.0,0.343,1.0,0.319
4818,15,Move Along,The All-American Rejects,39,2006-02-11,2006-11-04,193.65334,-4.251,143.85,0.731,4.0,0.996,10.0,0.479,1.0,0.492
4819,10,Move B***h,Ludacris ft. Mystikal & Infamous 2.0,23,2002-06-08,2002-11-09,,,,,,,,,,
4820,56,Move Shake Drop,DJ Laz ft. Flo Rida & Casely,5,2008-05-24,2008-06-21,190.57333,-3.684,127.964,0.499,4.0,1.0,7.0,0.619,1.0,0.517
4821,54,Move That Body,Nelly ft. T-Pain & Akon,1,2010-10-30,2010-10-30,205.01334,-6.793,111.011,0.737,4.0,1.0,5.0,0.474,0.0,0.46
4822,46,Move That Doh,"Future ft. Pharrell, Pusha T & Casino",18,2014-03-29,2014-07-26,340.41333,-4.992,131.033,0.927,4.0,0.979,2.0,0.404,1.0,0.266
4823,4,Move Ya Body,Nina Sky ft. Jabba,26,2004-05-01,2004-10-23,232.0,-6.313,121.057,0.265,4.0,1.0,11.0,1.0,0.0,0.825
4824,19,Move Ya Hips,A$AP Ferg ft.  Nicki Minaj & MadeinTYO,2,2020-08-15,2020-08-22,144.97333,-4.902,144.018,0.737,4.0,1.0,4.0,0.285,1.0,0.324
4825,85,Moved To Miami,Roddy Ricch ft. Lil Baby,1,2022-01-01,2022-01-01,222.22508,-11.126,124.685,0.699,4.0,0.97,1.0,0.537,1.0,0.622
4826,38,Moves,Big Sean,19,2017-01-14,2017-05-27,142.90668,-5.287,75.524,0.721,4.0,1.0,2.0,0.653,1.0,0.57
4827,1,Moves Like Jagger,Maroon 5 ft. Christina Aguilera,49,2011-07-09,2012-06-09,201.16,-4.477,128.047,0.806,4.0,1.0,11.0,0.814,0.0,0.645
4828,62,Moves Like Jagger / Jumpin' Jack Flash,Glee Cast,1,2012-02-04,2012-02-04,196.06667,-4.187,127.996,0.949,4.0,1.0,11.0,0.365,0.0,0.276
4829,61,Movin' On,Elliott Yamin,1,2007-03-17,2007-03-17,221.05333,-5.983,97.771,0.841,4.0,0.898,4.0,0.341,0.0,0.377
4830,67,Moving Mountains,Usher,9,2008-06-14,2008-08-09,298.05334,-4.515,115.999,0.759,4.0,0.988,6.0,0.566,1.0,0.52
4831,90,Moving To Mars,Coldplay,1,2011-07-16,2011-07-16,258.87375,-10.797,142.657,0.22,4.0,0.758,8.0,0.632,1.0,0.719
4832,10,Mr. Brightside,The Killers,38,2005-02-12,2005-10-29,222.58667,-3.74,148.017,0.909,4.0,1.0,1.0,0.655,1.0,0.724
4833,62,Mr. Carter,Lil Wayne ft. Jay-Z,17,2008-06-21,2008-10-11,286.90668,-5.068,112.022,0.555,5.0,0.984,6.0,0.766,1.0,0.605
4834,71,Mr. Jones,Mike Jones,1,2007-01-27,2021-07-31,238.94667,-3.89,79.974,0.002,4.0,0.857,10.0,0.422,1.0,0.25
4835,10,Mr. Know It All,Kelly Clarkson,23,2011-09-24,2012-02-25,232.52,-5.131,95.956,0.543,4.0,0.997,5.0,0.859,1.0,0.609
4836,84,Mr. Misunderstood,Eric Church,5,2016-01-16,2016-02-13,179.34666,-8.12,160.031,0.029,4.0,1.0,5.0,0.645,1.0,0.601
